Drews Gap (el. 5306 ft.) is a mountain pass in the U.S. state of Oregon traversed by Oregon Route 140. It is named for Major Charles S. Drew of the 1st Oregon Cavalry who surveyed a route from Fort Klamath east to the Owyhee River in 1864 that became the Oregon Central Military Road.It is located between Drews Reservoir and Booth State Scenic Corridor which is just East of the summit and 12 miles west of Lakeview.	7
Iain Blair (12 August 1942 – 3 July 2011) was a Scottish actor and author who using the pen name Emma Blair wrote a series of romantic novels.	2
Borden Milk Products L.P. is a privately held American corporation owned by the Dallas Texas-based Milk Products LLC a subsidiary of Grupo Lala.	0
1st is the first EP by the Finnish rock band The Rasmus (named just Rasmus when the EP was released). It was originally released independently through Teja G.	11
Griselinia is a genus of seven species of shrubs and trees with a highly disjunct distribution native to New Zealand and South America. It is a classic example of the Antarctic flora. It is the sole genus in the family Griseliniaceae; in the past it was often placed in Cornaceae but differs from that in many features. The leaves are evergreen smooth and glossy above often paler below. The flowers are very small with five sepals and stamens and a single stigma. Petals 2–3 mm long.	10
The Golden Cage is a 1975 Australian film about two Turkish migrants in Australia made by the husband and wife team Ayten and Ilhan Kuyululu. It was the first Australian film directed by a woman since the 1930s.	12
Planet of Twilight is a 1997 novel by Barbara Hambly set in the Star Wars galaxy.	13
The Canadian Museum of Contemporary Photography (CMCP) (French: Le Musée canadien de la photographie contemporaine (MCPC)) was a gallery of Canada's best art and documentary photography.	6
Mikuni Corporation (株式会社ミクニ Kabushiki-gaisha Mikuni) is a leading Japanese carburettor manufacturing company that was founded in 1923 and incorporated in 1948. Their business activities are centred on carburettors fuel injectors and other automobile related equipment. The operations are carried through the following divisions: Automobile-related Living and Environment related goods and Sale of imported goods.	0
Scania messia is a moth of the Noctuidae family. It is found from the Valparaíso to the Los Lagos Region of Chile Buenos Aires Tandil La Rioja and Santa Fe in Argentina and Colonia Estanzuela Puntas Arcual Montevideo and Paysandú in Uruguay.The wingspan is about 31.6 mm. Adults are on wing from August to April.The larvae feed on various agricultural crops as well as Fagaceae species and Brassica nigra.	9
Edward Albert Eddie Nicholls (born 10 December 1947 in British Guiana) is an international Test and One Day International cricket umpire. Nicholls officiated in 17 Tests from 1997 to 2001 and 46 ODIs from 1995 to 2005. Nicholls is one of four West Indian umpires on the International Cricket Council's elite panel of international umpires. A former police officer Nicholls played club cricket for the Guyanese police force cricket team. He is married and has a son and two daughters.	3
The Slender Pug (Eupithecia tenuiata) is a moth of the family Geometridae. It is found throughout Europe and the Near East in habitats favoured by its food plant.This is one of the smallest of the Geometrids with a wingspan of only 14–16 mm. Its size is the main identifying feature as it is otherwise rather nondescript brown with faint paler markings and a tiny black discal spot on each wing. As the common name suggests the wings are narrow even for a pug.	9
ISOFOTON is a global company present in over 60 countries. ISOFOTON is involved in designing manufacturing and supplying Solar Energy products. Its activities are centered in three technology categories: Photovoltaic Thermal and High Concentration Photovoltaic.	0
Mormonism: A Historical Encyclopedia is an encyclopedia designed for a general readership about topics relating to the History of The Church of Jesus Christ of Latter-day Saints edited by W. Paul Reeve and Ardis E. Parshall. Reeve is a professor of history at the University of Utah and Parshall is an independent historian newspaper columnist and freelance researcher.	13
Andrea Polli (born 1968) is an environmental artist and writer. Polli blends art and science to create widely varied media and technology artworks related to environmental issues. Her work has appeared widely in over one hundred exhibitions and performances both nationally and internationally including the Whitney Museum of American Art Artport and The Field Museum of Natural History.	2
Andrastra is a submarine design concept announced by the French shipbuilder DCNS in 2008. A development of the Scorpène class submarine and based on the previous SMX-23 concept it is a smaller vessel optimised for shallow water operations. DCNS advertising material for the ship concept in a PDF document with a date-time stamp of October 19 2008 includes information and digital illustrations that reveal the torpedo tube configuration and other details.	5
Mike Enneking is a retired American soccer player who played professionally in the Western Soccer Alliance and Major Indoor Soccer League. He is the Vice President of Crossfire Premier Soccer Club.Enneking graduated from Bellarmine Preparatory School in 1980. He set the Washington State prep single season scoring record with 39 goals and was inducted into the school's Athletic Hall of Fame in 2001.	3
Begonia compacticaulis is a species of plant in the Begoniaceae family. It is endemic to Ecuador. Its natural habitats are subtropical or tropical moist lowland forests and subtropical or tropical moist montane forests. It is threatened by habitat loss.	10
The Red House is the seat of Parliament in the Republic of Trinidad and Tobago. The architectural design of the Red House is of Greek revival style. The original building was destroyed in the 1903 water riots and was rebuilt in the year 1907. The Red House is located centrally within the capital city Port of Spain. It is currently used as a meeting place for parliament and elections and for political uses.	6
Soulnik is the second of two albums led by American jazz bassist Doug Watkins featuring tracks recorded in 1960 and released on the New Jazz label.	11
Arden was the estate owned by railroad magnate Edward Henry Harriman and Mary Averell Harriman outside Harriman New York. By the early 1900s the family owned 40000 acres (16000 ha) 63 square miles (160 km2) in the area half of it comprising the Arden Estate.	6
Clyde Prince'Lee McKnight (born April 29 1992) is an American singer-songwriter rapper dancer and actor. He is of African-American Afro-Trinidadian & Samoan descent. He was formally signed to Queen Bee Entertainment and is now independent.	2
Antonio Ingroia (born 31 March 1959) is an Italian magistrate and politician and leader of Civil Revolution with Luigi de Magistris the mayor of Naples. Ingroia is also the director of a UN investigation against narcotraffic in Guatemala. He is also a writer and contributes regular columns to the daily newspaper Il Fatto Quotidiano.	4
Twisted into Form is the second album from San Francisco California thrash metal band Forbidden. It features one line-up change from their debut – 1988's Forbidden Evil – with Tim Calvert replacing Glen Alvelais on guitar. The result is a more melodic and progressive affair with many acoustic interludes and clearer production but less of a raw edge than its predecessor. It is their last album with drummer Paul Bostaph before he joined Slayer in 1992 when Forbidden was on hiatus.	11
The Next Karate Kid (aka The Karate Kid Part IV) is a 1994 American martial arts drama film starring Pat Morita and Hilary Swank. It is the fourth and final film in the original The Karate Kid series. It was directed by Christopher Cain written by Mark Lee with music by Bill Conti. This is the only film in the original series that does not feature Ralph Macchio in the lead role and that was not directed by John G. Avildsen.	12
The Caproni Ca.18 was a military reconnaissance aircraft built in Italy shortly prior to World War I. It became the first Italian-designed and -built aircraft to see service with the Italian armed forces. The Ca.18 was a monoplane of conventional configuration and fixed tailskid undercarriage.	5
Thieves After Dark (French: Les voleurs de la nuit) is a 1984 drama film directed by Samuel Fuller. It stars Véronique Jannot and Bobby Di Cicco. The film was entered into the 34th Berlin International Film Festival.	12
Small is Profitable: The Hidden Economic Benefits of Making Electrical Resources the Right Size is a 2002 book by energy analyst Amory Lovins and others. The book describes 207 ways in which the size of electrical resources—devices that make save or store electricity—affects their economic value.	13
Aeschynanthus radicans is a vine-like plant native to the humid tropics of the Malay Peninsula south to Java.It is an epiphyte or lithophyte growing to 1.5 m tall with leathery green leaves that are 4–8 cm long ovate to lanceolate opposite or whorled. The flowers are terminal tubular 5-7.5 cm long with the upper lobes shorter than the lower.	10
Gurchari (Persian: گورچاري‎ also Romanized as Gūrchārī) is a village in Talang Rural District Talang District Qasr-e Qand County Sistan and Baluchestan Province Iran. At the 2006 census its population was 211 in 36 families.	8
JFS (formerly known as the Jews' Free School) is a Jewish secondary school in Kenton north London. It presently accepts both male and female students. At one time it had more than 4000 students attending making this school the largest Jewish school in Europe.	1
Blepharispermum hirtum is a species of tree in the aster family Asteraceae. It is native to Oman and Yemen. It grows in escarpment woodland habitat where it is sometimes a dominant species. In some parts of its range it is vulnerable to overexploitation for its wood.	10
Palmiet River (Afrikaans: Palmietrivier) is a river located in the Western Cape province South Africa. The Palmiet River is a typical Western Cape river experiencing winter rainfall and it is important for the Western Cape Water Supply System.	7
Property Of.. is the fourth album by Swedish Heavy Metal band Syron Vanes released in 2007. It was produced by Rimbert Vahlstroem.	11
Panagiotis Pikrammenos (Greek: Παναγιώτης Πικραμμένος [panaˈʝotis pikraˈmenos]) (born 1945) is a Greek judge who served as the interim Prime Minister of Greece in May–June 2012 after the legislative election in May 2012 resulted in an absence of majority.	4
Der Stechlin is a novel by Theodor Fontane written between 1895 and 1897 and first published in the literary journal Über Land und Meer. It was published in book form in 1898. It is Fontane's second longest novel and last novel before he died about a year after its publication.	13
Yengejeh (Persian: ينگجه‎) is a village in Kuhestan Rural District Qaleh Chay District Ajab Shir County East Azerbaijan Province Iran. At the 2006 census its population was 858 in 199 families.	8
The Nan Tait Centre is a Grade II listed building located on Abbey Road in the Hindpool area of Barrow-in-Furness Cumbria England. Designed by architects Woodhouse and Willoughby it was built for the Barrow Corporation as the town's new Technical School. The foundation stone was laid on 26 May 1900 and the school was officially opened three years later on 25 August 1903.	6
The Rubicon River is a tributary of the Goulburn River in Victoria Australia.The river rises in the Blue Range east of Buxton and flows North towards Thornton.The Rubicon Hydroelectric Scheme with a present-day capacity of 13 MW was established on the river and its tributary the Royston River in 1924.	7
The Mohawk Building is a building located in downtown Portland Oregon listed on the National Register of Historic Places.	6
Cheung Sha Wan Catholic Secondary School (CSWCSS) (Traditional Chinese:長沙灣天主教英文中學) is a secondary school in Hong Kong. It was established in 1970 by the Catholic Diocese of Hong Kong; Christ the King Church was an affiliated body until 1 September 1999 imbursed by the Government of Hong Kong.The school is situated on Fuk Wing Street Cheung Sha Wan. The school is an EMI (English as the medium of instruction) school.	1
Amyema congener commonly known as the Variable mistletoe is a species of flowering plant an epiphytic hemiparasitic plant of the family Loranthaceae from eastern Australia.	10
Phtheochroa gigantica is a species of moth of the Tortricidae family. It is found in Mexico (Distrito Federal).	9
The Malayan High School of Science (MHSS) is a private secondary educational institution established in 2005 and it is managed and operated by the Mapúa Institute of Technology (MIT). It is located on a one-hectare property along P. Guazon Street (formerly Otis St.) in the district of Pandacan City of Manila Philippines.	1
William Warwick Johnson (born 18 March 1974 in Solihull) is a rugby union footballer who plays at Number 8 for RC Nice in France.He is perhaps best known for being Martin Johnson's younger brother but yet played over 200 times for Leicester and gained a number of caps for England 'A'. A good club man known for technique and work rate Johnson started the epic 2001 Heineken Cup final against Stade Francais breaking his arm and being replaced by Paul Gustard.	3
Littledalea is a genus of grass in the Poaceae family.	10
Luigi Serra (June 8 1846 – July 11 1888) was an Italian painter including watercolors.	2
The Guayanés is a river of Puerto Rico.	7
Johann Friedrich Klöffler (20 April 1725 – 21 February 1790) was a German conductor composer and administrator. He was one of the earliest to write music for two orchestras.From 1750 to 1789 he worked at Steinfurt occasionally touring throughout Europe and Russia. For the Steinfurt castle concert hall he wrote lots of symphonies some of which include horns with crook changes. The vast majority of Klöffler's chamber music is for flute.	2
The Night That All Time Broke Out is a short story by Brian W. Aldiss from Harlan Ellison's Dangerous Visions. The story presents a future world where time itself can be concentrated into a substance which is inhaled and used as a drug causing the user to temporarily regress to an earlier time period. There is an explosion at the factory which produces the gas causing a widespread regression of civilization (though it is unclear as to the extent).	13
The Sinyaya (Russian: Синяя Belarusian: Сінюха Latvian: Zilupe) is a river in Verkhnyadzvinsk Raion of Vitebsk Region of Belarus in Zilupe Ludza and Cibla municipalities of Latvia and in Sebezhsky Krasnogorodsky and Ostrovsky Districts of Pskov Oblast in Russia part of the Baltic Sea basin. It is a left tributary of the Velikaya River. It is 195 kilometres (121 mi) long and the area of its basin 2040 square kilometres (790 sq mi).	7
The English Gentleman (1978) is a humorous book written by Douglas Sutherland and illustrated by Timothy Jacques with an introduction by Sir Iain Moncreiffe of that Ilk.	13
Takasagovolva honkakujiana is a species of sea snail a marine gastropod mollusk in the family Ovulidae the ovulids cowry allies or false cowries.	9
Crataegus scabrida is a species of hawthorn.	10
Lagonibelus is a genus of belemnite an extinct group of cephalopods.	9
Ken Morrish (1919 – July 30 2006) nicknamed Mr. Highland Creek was a Metro Toronto politician. He served the Scarborough Ontario community as councillor deputy Metro Toronto Chair and mayor of Scarborough. He is a descendant of the Morrish Family who were among the original pioneer settlers in Scarborough.	4
St Margaret's School is an independent non-denominational day school with a co-educational primary school to Year 4 and for girls from Year 5 to Year 12.	1
Jöllenbecker Mühlenbach is a river of North Rhine-Westphalia Germany.	7
Louise F. Titchener (born 1941 in Detroit Michigan) was a US novelist since 1982. She wrote under various pseudonyms: Anne Silverlock and Jane Silverwood with Eileen Buckholtz Ruth Glick and Carolyn Males as Alyssa Howard with Ruth Glick as Alexis Hill Alexis Hill Jordan and Tess Marlowe with Carolyn Males as Clare Richards and Clare Richmond.	2
William Nathaniel Roach (September 25 1840 – September 7 1902) was a United States Senator from North Dakota.	4
Dying Mapa I is an album by the Japanese noise band Merzbow then consisting of Masami Akita and Kiyoshi Mizutani. This is the first installment of the Dying Mapa trilogy inspired by the Nyingmapa school of Tibetan Buddhism.Musically the whole trilogy is made with different equipment and instruments than other recordings of the same period.	11
Elachista aurita is a moth of the Elachistidae family. It is found in the southern parts of the eastern coast of Queensland.The wingspan is 6–6.2 millimetres (0.24–0.24 in) for males and 5.8–6.4 millimetres (0.23–0.25 in) for females. The forewings of the males are metallic blue basally with shiny dark bronzy brown scales distally. Females have similar forewings but have three silvery white markings. The hindwings of both sexes are dark grey.The larvae feed on Oplismenus species.	9
The Wiretap EP is the debut release by the band Your Enemies Friends. It was released June 18 2002 on Buddyhead Records.	11
German submarine U-13 was a Type IIB U-boat of Nazi Germany's Kriegsmarine which was commissioned on 30 November 1936 following construction at the Deutsche Werke shipyards at Kiel. The first commander on board was Hans-Gerrit von Stockhausen. In its career it completed nine patrols all while serving with the 1st U-boat Flotilla. It succeeded in sinking nine ships and damaging three more.	5
SMK Takis Papar also known as Sekolah Menengah Kebangsaan Takis Papar (SMKTP) in Malay is a Malaysian secondary school located in East Malaysia at Papar district. This school was established in 2001.	1
Gabriël Metsu (January 1629 – buried 24 October 1667) was a Dutch painter of history paintings genre works and portraits.	2
Halifax Community College is a community college located in Weldon a town in Halifax County in North Carolina. Established in 1967 the college is one of the oldest in the North Carolina Community College System. It offers associate's degree programs and continuing education. It is also a member of the American Association of Community Colleges.	1
Woodrow Wilson High School is a public high school located in Portsmouth Virginia. It is administered by Portsmouth City Public Schools. The school colors are royal blue orange and white and the nickname is the Presidents.	1
Hadar is a village in Pierce County Nebraska United States. It is part of the Norfolk Nebraska Micropolitan Statistical Area. The population was 293 at the 2010 census.	8
Robert Broadnax Glenn (August 11 1854 – May 16 1920) was the 51st Governor of the U.S. state of North Carolina from 1905 to 1909.	4
Nasrollahabad (Persian: نصراله اباد‎ also Romanized as Naşrollāhābād) is a village in Lulaman Rural District in the Central District of Fuman County Gilan Province Iran. At the 2006 census its population was 81 in 18 families.	8
Caledonia is a village in Kent County of the U.S. state of Michigan. The population was 1511 at the 2010 census. The village lies entirely within Caledonia Township.	8
Charles May (June 30 1858 – March 1 1932) was Canadian contractor and politician. He served on the Edmonton City Council and later as Mayor of Edmonton from 1905 to 1906.A native of what would become the province of Ontario May moved to Manitoba soon after completing education in his hometown. In Manitoba he would take to briefly farming before entering into the construction industry which he would establish prominence in.	4
USS Wemootah (SP-201) was a United States Navy patrol vessel and net tender in commission from 1917 to 1919.Wemootah was built as a civilian motorboat of the same name in 1913 by the Gas Engine and Power Company and the Charles L. Seabury Company at Morris Heights in the Bronx New York. The U.S. Navy purchased her from her owner A. Gardner Cooper of New York City on 16 June 1917 for World War I service as a patrol vessel.	5
The Frâncu River is a tributary of the Bistra Mărului River in Romania.	7
Purgatory/Paradise is the ninth studio album by Throwing Muses. The album was released in the form of a book containing song lyrics artwork and a code to download additional music.	11
Nordmark was a 987 GRT Coaster that was built as Faust in 1920 by Schiffbau-Gesellschaft Unterweser AG Bremen Germany for German owners. She was renamed Nordmark after a sale in 1930 and was again renamed Angeln in 1936. She was sold in 1944 and renamed Ermland. She was seized by the Allies at Lübeck in May 1945 passed to the Ministry of War Transport (MoWT) and renamed Empire Congerstone. In 1947 she was sold into merchant service and renamed Oakley.	5
Steinslandsvatnet is a lake in the municipality of Modalen in Hordaland county Norway. The 2.4-square-kilometre (0.93 sq mi) lake is the headwaters of the river Moelva in the center of the Modalen valley. The village of Øvre Helland lies at the southern end of the lake. The Norwegian county road 345 runs along the western shoreline of the lake.	7
USS N-7 (SS-59) was an N-class coastal defense submarine of the United States Navy. Her keel was laid down on 20 April 1915 by Lake Torpedo Boat Company in Bridgeport Connecticut. N-boats built by Lake had slightly different specifications from the ones built by Seattle Construction and Drydock and are sometimes considered a separate class.She was launched on 19 May 1917 sponsored by Mrs Frank Miller and commissioned on 15 June 1918 with Lieutenant Walter S. Kass in command.	5
Kizhakku Kadalkarai Salai (English: East Coast Road) is a Tamil filmdirected by S. S. Stanley. Srikanth and Bhavana played the lead roles. The film was successful at the Box-office.	12
20000 Days on Earth is a 2014 British documentary film co-written and directed by Iain Forsyth and Jane Pollard. Nick Cave also co-wrote the script with Forsyth and Pollard. The film premiered in-competition in the World Cinema Documentary Competition at 2014 Sundance Film Festival on January 20 2014. It won two Awards at the festival.After its premiere at Sundance Film Festival Drafthouse Films acquired distribution rights of the film.	12
Alfons Masella is a Tongan rugby league player who represented his country in the 2000 World Cup.	3
Emma Elizabeth Carney (born 29 July 1971) is an Australian former professional triathlete and two time World Triathlon Champion. She is one of the few triathletes in the world to have won two ITU world titles. She was the world number one triathlete according to ITU rankings in 1995 1996 and 1997 and achieved 19 World Cup wins more than any other triathlete except Vanessa Fernandes.	3
Timo Koskela is a Finnish ice hockey player who currently plays in Switzerland for GCK Lions of the NLB. He also used to play for Tappara of the SM-liiga.	3
Cameron Wurf (born 3 August 1983) is a professional Australian road cyclist who currently rides for the Cannondale team.Before becoming a professional road cyclist Wurf was an Olympic lightweight rower and represented Australia at the 2004 Olympics in the men's lightweight double scull.Wurf left the Champion System team at the end of the 2012 season – having joined the squad at the start of the season – and joined Cannondale for the 2013 season.	3
Fly Away Home is a 1996 family drama film directed by Carroll Ballard the director of The Black Stallion (1979). The film stars Anna Paquin Jeff Daniels and Dana Delany. The film was released on September 13 1996 by Columbia Pictures.The story follows a young girl from New Zealand who survives a car crash that results in the death of her mother. The young girl is sent to live with her father on an Ontario farm where she adopts a brood of baby Canada geese.	12
